heading,content
CLASSIFIEDS,
W a n t e d,
--,
C A M P,
COUNSELOR,
OPEN IN GS:,
CAMP BECKET -- Boys' camp,
in the mountains of western,
Massachusetts -- has open,
ings for college,
"students,",
teachers,
and,
coaches,
to,
serve as cabin counselors and,
program,
specialists,
in,
its,
summer program. Activities,
"include hiking, sailing, swim",
"ming,",
"canoeing,",
"athletics,",
"crafts, dramatics. Also open",
ings for nurses (RN). For ap,
plication contact Lloyd Grif,
"fith, State YMCA, 6 St. James",
"Ave.,",
"Boston,",
MA,
02116.,
(617/426-8802).,
Wanted -- birthday fling for a,
"legal, tender new woman.",
Call Pam 1986.,
SPACE AVAILABLE IN,
DU'S DEM IE PLAY .,
PROGRAM -,
"""How To Succeed In Business",
Without Really Trying,
1,
Wanted--Two assistant sports,
editors for the Bucknellion.,
"Edit stories, write headlines",
and bring Bison action to,
Bucknell.,
Contact,
Jeff,
at,
"xl051, David at x3468 or call",
the office at xl 551 or 1520.,
Misc.--To JML: Drop me a,
line--SM,
Misc. -- Jim -- Sorry I left so,
suddenly.,
I,
got,
terribly,
depressed after the Tristram,
rejection. Am living in Soho,
eking out a living as an avant,
-garde panhandler. I'll keep,
you posted. Kalib G.,
Misc.,
--,
Happy,
Birthday,
Francie,
--,
you,
singing,
shingle!,
Love the Disease,
control center.,
Misc. -- To the associate and,
senior,
eds.:,
I,
know,
we,
wouldn't,
be,
reading,
this,
without you. The Ed.,
"Misc.--To all our rowdy, par",
tying fans: Thanks. It was,
worth the wait. The Nukes.,
Say anything you want!,
$7.50 1/8 page,
$15 % page,
$30 Vi page,
$50 Full page,
Call Jim,
x 1824,
By Wednesday,
Feb. Fun is Spring Fun,
at,
The Rag Peddler,
10% Discount on,
all New Spring,
Merchandise,
Open 10-5,
Fridays until 9,
r,
"vu,",
/?<<<<,
pMt.,
Misc.--To the greatest sister,
a guy could ever have: Thanks,
"for your friendship, support,",
and love. Bill.,
____________,
_ _ _ _ _,
"Misc. -- Pam, you gingham",
"thing, we love you. Happy",
"Birthday,",
your,
fondue,
friends.,
For Sale -- Pioneer CT-F4242,
Cassette,
Deck.,
Excellent,
condition.,
Accessories,
in,
cluded. $140/best offer. 524-,
3007.,
$5 and $11,
Rack of,
Campus Theatre Building,
Bucknellian,
USPS 068 920,"Established 1879. Published weekly during the college year. Annual subscription $10, payable in advance. Entered as second class matter on September 21, 1922 at the post office in Lewisburg, Pennsylvania, under the act of March 3. 1897. Printed by The Stan<< dard Printing Company, Milton, Penn<< sylvonia. Circulation: 4400. Office located in the east wing base ment of Roberts Hall. Address: Box C30S9, Bucknell University. Lewisburg, Pennsylvania 17837. Editor: David Hawk ings, Box C l673, Bucknell University, Lewisburg, Pennsylvania 17837. Manag ing Editor: Laura Carmelich, Box C789, Bucknell University, Lewisburg, Penn sylvania 17837."
"Friday. February 20,1981",
NEWS,
Page 3,
Trustees increase the,
student activities fee,
from $46 to $52,"By LAURA CARMELICH An ABS proposal to raise the Student Activities Fee from $46 to $52 was approved by the Ex ecutive Committee of the Univer sity Board of Trustees in New York Thursday night. The recommendation was presented to the trustees at the close of Thursday's meeting by ABS President Michael Suarez '82, and the trustees asked no questions after Suarez's brief presentation. They gave their unanimous approval immediate ly- Suarez said the increase in the fee was warranted and that he had anticipated no problems in receiving approval from the com mittee. The ABS Congress voted 18-3 at its Wednesday night meeting to ask for the $6 increase--the first hike in the Student Activities Fee in four years. The increase will help provide an "" improvement in the quality of activities"" at Bucknell, as well as create "" viable social alter natives to fraternity functions,"" Suarez said. There presently ex ists a "" tyranny of non-choice"" on campus and Suarez added "" we are hoping money will make more choice."" The allocation of the $46 fee presently paid by every student is as follows: $5 to the Financial Aid Office to be applied to a special scholarship fund, $1 to the Office of Student Activities, $1 to the Committee on Student Pro grams, and $1 to each class. The remaining $38 is distributed to all other campus organizations and events which serve the Bucknell community. The allotment of $5to the Finan cial Aid scholarships will con tinue, although the ABS Congress decided at its meeting Wednes day to set up a task force to ex amine the distribution of these scholarships by the Financial Aid Office The ABS now has no say in the criteria for or the selection of the recipients of these scholarships. The Office of Student Activities and COSP will also continue to receive $1 each from every stu dent's activity fee, while the amount given to each class will be raised from $1 to $2. According to Suarez, if class activities were organized properly and aided by these additional funds, they could help create the "" sense of com munity""  the ABS would like to promote at Bucknell. In addition to boosting the quali ty of student life, the increased fee will be used as a type of back up fund for the ABS Reserve Account, he said. The ABS erases any debts acquired by student organizations at the end of each year. The cost of absorbing these debts varies from year to year, however, and cannot be accurate ly predicted, according to Suarez. For instance, last year the Con cert Committee had an unusually unsuccessful season that left them with a $16,000 debt which the ABS had to absorb. Suarez admits that "" in a way"" anticipating these debts leads to "" padding""  the Reserve Account. But he feels such a safety valve is "" very, very necessary."" Suarez has been quick to point out that while the additional funds are necessary to keep pace with the increase in Bucknell's social alternative organizations and their rising service costs, money is "" only part of the solu tion."" By adopting a stricter attitude toward groups who run over their budgets and by charging club dues to organizations that do not provide a service to the Universi ty, Suarez said he hopes to "" keep waste to a minimum."" In this way ABS funds may be used more efficiently and -- he hopes -- "" more creatively."" Photo-- Betsy Bogwill"
The former lounge in Vedder Hall shown above is one of four the Office of Residential Life,
has had converted into additional double rooms in order to alleviate a housing shortage,
caused this semester--allegedly by a decrease in the number of students studying off-,
campus.,
Overcrowded dormitories result o f,
I,
fewer students studying off-campus,"by JAN BALAKIAN The Office of Residential Life has been forced to convert lounges into rooms to accommodate an in crease in the number of students on campus this semester. In response to greater requests for residential hall space, Associate Director of Residential Life Gerald Commerford has converted four lounges in Vedder Hall and one lounge in Swartz Hall into double rooms. Although there were originally 36 extra room requests, the loss of December graduates and the attrition which normally occurs in the spring semester has compensated for the re mainder of the extra requests, Commerford said. "" I reluctantly made the decision to use the lounges and I will accommodate the students af fected by my decision as soon as there are rooms available,"" he said. Part of the problem stems from a decline in the number of students who normally study off- campus during second semester. University Registrar Bruce Freed said 93 students studied off-campus last semester while only 58 are doing so this semester. This represents a significant decline from the 114 students who studied off- campus during second semester last year, Freed said. Associate Dean of the College of Arts and Sciences John Pyper said a trip to London and Athens was proposed last spring for this semester. However, the University Committee on Planning and the Budget concluded that it was not approved in time to be included in this year's budget, Pyper said. The proposal for this program recommended that 45 additional students be involved in off- campus study. Enrollment has not been a factor in the lack of room s, Freed said. The enrollment for undergraduates this semester is 3118, a decrease from the 3130 students of last semester. This decrease is off-set by the number of students stu dying off-campus which brings campus enroll ment to 3037 this semester as compared to 3060 for last semester. This represents no significant in crease from the enrollment total of 3005 undergraduates for second semester of last year, Freed said. Director of Residential Life Brenda Gordon said a similar shortage of housing was confronted in 1972 when Bucknell needed 185 extra beds. The solution then was the construction of Bucknell West. However, now there is no prospect for a new dormitory, Gordon said. "" Right now we are trying to maintain and improve the quality of what we have. We are not financially capable of building a new dorm,"" Gordon said. ___________"
Trees are victims of,
student vandalism,m O T O ----- V-U i i J w w w i
line other young saplings in addition to this one--planted in front of the Olin Science Building,
nd across the street from the new computer center--have been snapped and destroyed since,
Christmas vacation. Students swinging on the trees has been attributed as the cause.,
Juvenile behavior sharply criticized,"By JOHN DZURINKO Ten trees worth a total of $328 have been vandalized at various loca tions on campus since Christmas, according to Physical Plant Grounds Foreman George Trutt. . Acting Chief of Security Michael Amarante said the cause of tne destruction is swinging and pulling on the fragile saplings, winch range in age from 1 to 5 years. Since the vandalism usually occurs at night, it is difficult to determine who is involved, Amarante said. If caught destroying the trees, the suspect is prosecuted for cnmmal mischief by the University in conjunction with Lewisburg District Magistrate Leo Armbruster, Amarante said. The penalties include replacement costs of the tree, court fees and a fme. Kappa !sigma fraternity members were involved in a similar case mvwvmg a Lewisburg citizen's evergreen tree in late December. (See story on P TOe destruction of trees is a perennial problem at Bucknell and in curs an estim ated annual cost of $1000, Trutt said, some especially when you consider the costs involved in planting and maintaining the trees in addition to those of replacement, he said. Vice President for Administration and Finance John Zdler said such destructive behavior usually stems from drunkenness. Trutt said the vandalism renresents a form of "" childish, expensive fun."
Page 4,
NEWS,
"Friday, February 20,1981",
Times to publish guide to colleges,
They hope to compete with Yale's Insider's Guide to Colleges,"By MARY LISA MURGIANO The New York Times has solicited 25 University students through the office of Secretary of the University William Weist to help them compile a guide to colleges and universities. . . . The New York Times Guide to Colleges' will include short essays on approximately 225 schools including Bucknell. The book is intended to help high school students choose the ""right"" college. According to Times Education Editor Edward B. Fiske, there is a need for a ""comprehensive"" college guide that will help students to differentiate between schools. ""Our assumption is that selecting a college is a matching pro cess. No school is right for everyone,"" Fiske said. Fiske contacted Weist and requested that a ""represen tative sample"" of students be chosen to complete ques tionnaires about the University. The responses are being collected and will be edited and included in the guide. According to Weist, the questionnaires were supposed to be distributed during the semester while all students were on campus and a ""representative sample"" could be selected. However, the mailing arrived late in December, after students had left campus. Weist said the surveys were distributed during January to a group of students selected by Assistant Director of Annual Giving Robert Kallin and Philip Andrews '81. The Times requested that students with varying majors, grades and interests be selected, Weist said. Andrews says he is not sure whether it was wise for the Times to solicit students through an administrator who could control which students responded. According to An drews, he played a major role in selecting students only because he was personally acquainted with Weist. ""There is a danger in choosing people who tend to be like you,"" Andrews said. Fiske said the selection procedure was ""deliberately vague"" in order to accommodate all schools and ""not im pose any more than was necessary. "" The survey consisted of 50 questions, and respondents were asked to describe the strength of academic depart ments, the variety of course offerings, the workload, cam pus social life and the atmosphere of the cafeteria, in addi tion to"
other,"aspects of the University. The last questions dealt with the sort of student who ""should come"" to a particular school and which ones ""should go elsewhere."" Other subjective questions asked if there were any ways ""in which your college does not fit its popular image and if the respondent would ""come again."" Andrews and Weist agreed the questionnaire was fair and was designed to be taken seriously. ""It was a profes sional questionnaire,"" Weist said. ' According to Andrews, ""It was a well-constructed survey that will probably paint a broad but accurate pic ture. It was very open-ended. They didn't load or slant the ^ Weist compared the Times guide to ""The Comparative Guide to American Colleges"" and ""The Insider's Guide to the Colleges 1981-82."" The Insider's guide, compiled by the Yale Daily News, ""began as a fun project but ended by degrading some schools,"" he said. Andrews predicts that the Times guide will not be ""as dry as Barron's Profiles. It is informative but not flippant like Yale's and will probably be similar to a New York Times editorial,"" he said. Fiske contrasted the Times guide with Yale's Insider s guide, Barron's ""Profiles of American Colleges"" and Lovejoy's ""College Guide."" ""We feel that although the Yale guide is good, it is perhaps not as systematic as it could be. Our guide is similar to Yale's in that it tries to distinguish between schools and their suitability for various types of students."" Fiske added that Barron's and Lovejoy's are written as encyclopedias whereas the Times guide will be more ' 'comprehensive and descriptive. ' ' Yale's ""Insider's Guide to Colleges"" describes the University as ""more or less a professional, Establishment school for nice kids from nice families who will do almost anything to land a job with a good company and precious little to do anything else of value."" The article was written by Alan Levine '80, the only student who submitted a writ ten contribution to the editors of the guide. ""The New York Times Guide to Colleges"" is scheduled to be published in July. Photo-- Mike Koriwchak"
PETEREC GIVES CLASS OF '56 LECTURE-- Profes,
sor of Geography and Chairman of the Depart,
ment of Geology and Geography Richard Peter-,
ec speaks in the Carnegie Building. In his lec,
"ture, entitled ""Geography and International",
"Politics: Toward a New Determinism,"" Peterec",
discussed many current topics in international,
political geography.,
Bucknell University,
Bookstore,
1. NORMAN ROCKWELL ILLULSTRATOR. By Arthur L. Guptill.,
"Preface by Dorothy Canfield Fisher. 437 lllus, 43 in Full Color.",
"Beautiful, best-selling volume which shows the works of",
America's most beloved artist and offers a pictorial,
panorama of a growing and changing America. Thirty years,
"of Saturday Evening Post covers, hundreds of anecdotes, all",
of Rockwell's most famous works and special illustrations,
done just for this book. 9x12.,
Pub. at $17.50,
Only $7.98,
2. Pocket Classic: THE SONNETS OF WILLIAM SHAKESPEARE.,
With the Famous Temple Notes and an Introduction by R.O.,
"Handsome pocket-size edition of Shakespeare s 154 sonnets,",
cited by literary critics as being the most profound an(l sug,gestive
poetry in all of literature. 4x7.,
Special Only $1.98,
3 THE ORIGIN OF SPECIES. By Charles Darwin. Nearly 100 lllus.,
' Superb new edition of the book that revolutionized the study,
of biology and permanently altered man's idea of nis earthly,
origins. Distinguished as one of the most readable ana ac,
"cessible works of the scientific imagination ever written, this",
edition is exquisitely lllus. with the work of masterful l9,
century engravers.,
Special Only $5.98,
P,
?p illili,
Sfili,
H,
4.,
Runaway,
Bestseller:,
THE,
COMPLETE,
SCARSDALE,
"MEDICAL DIET. By Herman Tarnower, M.D. and S. Baker.",
"Lose up to 20 pounds in 14 days, and keep them off I This",
is the only complete explanation of the phenomenal diet,
"that has taken America by storm, along with Dr.",
Tarnower's easily maintainable program for a lifetime,
of leanness --  without hunger or pills. Incl. five com,
plete 14-day menu plans-- 70 menus in all-- and over 90,
Pub?*',$
7.95,
Only $S.9$,
"ANTOINE'S RESTAURANT COOKBOOK. By R.F. Guste,",
Jr. Reveals for the first time many of the original,
recipes from New Orleans' oldest and most famous,
restaurant. Highlighted with over 100 photos and,
"illus., incl. 50 wonderfully executed full color paint",
ings depicting kitchen scenes and foods used to,
prepare these delicious recipes. Incl. Crabmeat,
"Mariniere, Chicken Creole, French Pancakes Suzette,",
over 130 recipes in all. Sure to delight the food and,
the art lover alike. 7'/axl0.,
Pub. at $14.95,
Only $7.98,
AGATHA CHRISTIE: FIVE COMPLETE HERCULE POIROT,
NOVELS. Here are five fascinating novels by the,
"world's most popular mystery writer, all featuring",
"Hercule Poirot: Murder on the Orient Express, Thir",
"teen at Dinner, The ABC Murders, Cards on the Table,",
and Death on the Nile.,
Pub. at $34.75,
Special Value Only $6.98,
Bestseller: THE MEMOIRS OF RICHARD NIXON. In the most talked,
"about autobiographical work of our time, Richard Nixon presents a",
self-portrait that is both historically compelling and intensely per-,
'sonal. Th^ first American president to resign his office candidly,
"analyzes his strengths and weaknesses, his doubts and beliets, his",
"victories and defeats, from his California boyhood to the moment he",
"left the White House for the last time. 1,120 pages.",
Pub. at $19.95,
Only $6.98,
Bookstore Hours:,
Mon.-Fri. 8:30 to 5:00,
Sat. 10:00 to 2:00,
NEWS,
Page 5,
Trustees conclude first stage,
of presidential assessment,"By LISA CERUTI The Commission on Presidential Assessment, an ad hoc committee of the University's Board of Trustees, has concluded the first stage of its review and assessment of University President Dennis O'Brien's first five years here. Members of the committee met here last weekend and the weekend of Jan. 23-24 to conduct interviews with members of the administration, faculty and student body concerning their evaluations of O'Brien. Last fall, Vice Chairman of the Board and Chair man of the Assessment Committee Samuel Woolley invited the faculty and administration to submit "" input"" on O'Brien's review. The committee has received information through interviews and written statements from 101 people. Woolley said that -- in his committee's request for evaluation -- they asked that respondents concen trate on four major areas of assessment. The areas are leadership, decision-making, administration and suggestions for the future. The purpose of the assessment, which was re quested by O'Brien at the time of his appointment in 1976, is to use the experiences and outcomes of the past five years to help plan for the future, according to Woolley. Florence Pyle, secretary for the committee, said the group is now beginning to compile the informa tion they have collected. "" Their next step is to draft a preliminary report and discuss it with the Presi dent,""  Pyle said. Woolley said his committee will meet with O'Brien to review the report and make any necessary clarifications. The final report will then be presented at the biannual meeting of the Board of Trustees in May in New York City. According to Woolley, "" Things are going ex tremely well. We're right on schedule and will pro ceed as planned. Students participating m the assessment pro cedure are representatives of various campus organizations. These groups include student government, scholastic honoraries, fraternities and sororities, athletic teams, resident assistants, the Black Student Alliance and the Bucknellian staff. In addition, alumni, parents, the Bison Club and the "" community at large""  were encouraged to sub mit subjective evaluations of their own design."
This TV set logo will be used on the cover of the brochure,
promoting the second Class of 53 Lectureship,
a program,
which will bring various media personalities to campus,
beginning next week. The brochure is scheduled for dis,
tribution this afternoon.,
I,
Class o f '53 Lectureship,
Organization formed to help promote,
|returns fo r second time,
responsible campus drinking habits,"ByM.E. WEIL An organization concerned with "" responsible drinking and awareness of alcohol use""  has been formed by Stuart Flavell '81 and Director of Residential Life Brenda Gordon. Members of "" Students Con cerned for Responsible Drink ing"" include representatives of the Interfratemity Council, the"
Campus cops,
still bargaining,
for a contract,"From CAMPUS, page 1. desire to carry weapons was based partly in principle. "" They ask me to answer these calls but they don't trust me with a gun,"" Roberts said. The patrolmen have "" never considered going on strike""  if their contractual demands are not met, because they "" can't af ford to,""  Roberts said. Instead, they are relyL their union to bargain for ti and also on the advice of an tomey whose service they have hired. Roberts would not identify the name of the law firm which he said was representing the of ficers. Tlie University has also retain ed legal advice, and has hired the New York law firm of Jackson, Lewis, Schnitzler and Crupman to assist in its dealing with the UPGWA and the officers. The attorney for the officers was retained because they wanted "" independent counsel""  in addition to^ the bargaining assistance from the union. Others have reported that the officers have had a "" falling out"" with the union officials, however, and that this is the reason for the retention of legal advice. Explaining the relationship between the security staff and the"
"U P G W A ,","r e c e n t l y  h i re d patrolman Donna Digin said she does not "" think they're getting along too well."" Panhellenic Council and the Of fice of Residential Life. The group is modeled after "" Boost Alcohol Consciousness Concerning the Health of Univer sity Students""  (BACCHUS), a na tional organization which pro motes alternatives to drinking. According to Flavell, the organization encotirages "" re sponsible drinking,"" which he defines as limiting consumption of alcohol, drinking slowly, being aware of alcohol content and avoiding skilled tasks such as driving while intoxicated. The group recognizes that "" drinking is a social device and there should be an alternative. We are not a goody-goody group,""  Flavell said. Gordon said much of the van dalism that occurs on campus is drinking. "" We are stressing the caused by people who have been advisability of serving alter native beverages at social func tions,""  she said. Beth Sipple '82, a member of the organization, said the group plans to initiate an "" Alcohol Awareness Week""  next fall in ad dition to other activities. According to Sipple, the group is run primarily by students. "" Residential Life advises us but prefers that the organization con sists mainly of students. We en courage people to drink respon sibly and just be aware of how much they drink,""  Sipple said. Students Concerned for Re sponsible Drinking "" will be ap plying for ABS recognition and hopes to receive funding,"" ac cording to Flavell. The Class of '53 Lectureship--which two years ago brought Dan Rather and other high officials of CBS to the University--will return for a second time beginning next week with another media- oriented series of speaking engagements titled "" Messages from the The first speakers in the program will be NBC Vice Chairman Richard Slanat and former CBS Vice Chairman and President Frank Stanton, who will speak in the University Center Forum at 8:30 p.m. Thursday on "" Independence vs. Responsibility: Thoughts on Management."" , ____ The two media kingpins will also participate in an open classroom for University students and a news conference for the local press Friday. , . . . .  ,,,, Three other two-day programs have also been scheduled as the other components of "" Messages from the Medium ""  DianeHealey, the vice president for affiliated relations operations at the NBC Television Network, and Lorraine Wallace, an artist and writer who is married to CBS News correspondent Mike Wallace, will be on campus March 10 and 11. CBS News correspondent and "" Morning"" anchorman Charles Kuralt and "" 60 Minutes"" commentator Andy Rooney will appear in the second and third weeks of April. Salant--the former president of CBS News--has been the driv Ins force behind the acquisition of guests for both the first and se^ cond programs of the 53 Lectureship, according to Dean of Arts and Sciences Robert Chambers. _"
B.U.,
^,
Day-In and Day-Out |,
You'll Find a,
I,
Great Selection,
of LEE and,
I,
W RANGLER,
I,
FINAL NOME GAMES OF THE SEASON,
"Tuesday, 9:30 p.m.",
Friday 4:00 p.m.,
vs. Juniata,
vs. Dickinson,
SEE THE NUKES IN ACTION,
AT THE SUNBURY ICE RINK,Directions.to the Rink: 1. Turn right after Market St. Bridge 2. Turn right at first stop sign (Rt. 147 South) 3. Follow Rt. 147 over two Bridges. 4. After 2nd Bridge turn right; make U turn; and turn right again. 5. Right at first stop sign. Rink is '/<< mile on right.
"Friday, r epruary",
",",
CA retreat strives,
to improve listening,"By BILL THUM Concern and Action's alternative to Colloquy will be presented next weekend in a retreat focusing on improving personal relationships at Bucknell's conference center in Cowan. The retreat will focus on the problem expressed by students of the superficiality of many relationships and difficulty in dealing with others in an emotional and physical way, according to student coor dinators Katie Foster '81 and Helen Roby '82. Differing from the collo quy format--which used lectures on a specific topic over a several day period--the retreat will allow students to take time off from campus to explore one area in depth, Roby said. The retreat will focus on expanding communication through the development of listening skills using a local expert in the field as a guide, Foster said. CA has arranged for Charles E. Confer '59, a professional social worker at the Institute for the Development of Life Skills, Inc., to work with the group to develop listening skills .'Confer, who received his master's degree in social work at the University of Pittsburgh, works as a consultant for businesses and other organizations to develop ef fective communication skills, Roby said. "" A lot of people think they listen, but could learn to communicate more effectively,""  said Confer. "" The key is in learning to put oneself aside and focus on understanding and accepting what is going on inside another person."" The program is scheduled to leave campus Friday afternoon and return Saturday evening with the majority of the time to be spent in relaxing interaction, Foster said. "" Hopefully, this will set a precedent for future off-campus retreats that can focus on unlimited topics such as religion, the handicapped and minorities,"" said CA President Steve Kushner '82. . . . While the idea of Colloquy, currently in its 13th year, is not being abandoned, new needs have arisen which must be attacked in a much more personal level, Foster said. Assistant Director of Student Ac tivities and University Center Programs Ruth Burnham said she was pleased with the direction CA is taking and ""there can't be enough done to help people in their personal relationships."" Registration for the weekend closes Monday afternoon."
WEST BRANCH,
BEVERAGE,
LOWENBRAU,
AE,
U,
\V,
BEER,
(tibz,
Blue Ribbon,
R.D. 1,
River Road,
Lewisburg,
524>4488,
KEGS AND TAPS,
AVAILABLE FOR B.U. PARTIES,Photo-- Megan Young
A student donates blood during the first semester's Red,
"Cross blood drive, sponsored by Concern and Action Oct. 9.",
The second drive of the school year will be held in Larison,
Dining Hall Thursday.,
Red Cross,
appeals for,
blood donors,"By KATE FOLKERS A blood shortage in this area is making it crucial to collect 300 pints during next week's Red Cross blood drive, according to drive Chairman Beth Sipple '82. Concern and Action is sponsor ing the drive from 10:45 a.m. to 4:45 p.m. Thursday in Larison Dining Hall. Many hospitals have no blood reserves and Red Cross Blood mobiles rush their blood to hospitals for immediate surgery, Sipple said. There are few qualifications for donating blood. Donors must be at least 17 years old, weigh more than 110 pounds and be in good health. Students may sign up in the < UC mall. Walk-ins are welcome on Thursday, however Sipple said."
Two fraternities placed on probation,"From FRATERNITIES, page 1. and are limited to sponsoring one open party per month. Comple tion of a project to benefit the community is an additional stipulation. The policy appears for the first time in writing in the 1980-81 Student Handbook and is design ed "" to make student groups realize that they must assume"
The largest selection,
of hard aluminum,
MEASURING TOOLS,
in the country!,STRAIGHT EDGES/T-SQUARES METRIC RULES/L-SQUARES
CENTERING RULES,TRIANGLES/CURVE STICKS
INKING RULES,and many others...
SEE THEM AT YOUR,
BOOKSTORE,or SEND FOR CATALOG
FAIRGATE,
RULE CO.. INC.,"22 Adams Ave. P.0. Box 278 COLO SPRING. N.Y. U S A .  10516 responsibilities for their actions when acting as a group,""  Com- merford said. Kappa Sig received a warning from the University in October following an incident where a pledge was hospitalized after escessive alcohol consumption on the eve of his initiation into the fraternity, according to Paul Williams '82, the fraternity's president. The decision to place Kappa Sig on probation followed an incident where eight members cut down an evergreen tree on the property of D r. G e o r g e M iller of Lewisburg. The brothers were foraging for a Christmas tree to decorate the chapter house, Williams said. Williams said he knew Kappa Sig was a "" short step""  away from probation because Commerford had told him the University was "" scared to death""  after the drink ing occurrence in October. Com merford said the incident was v i e w e d as "" f r a t e r n i t y - encouraged drinking"" but Williams said the pledge "" took it upon himself to get that drunk."" He said the chapter members were "" definitely wrong""  to cut down the tree, however. Williams accepted responsibili-"
",","ty for their actions and was fined $625 and cited for criminal m i s c h i e f  b y L e w i s b u r g Magistrate Leo Armbruster. But Williams said the fraternity paid the cost. TKE's warning stemmed from "" trashing""  a floor in Roberts Hall, according to President Steve Riggins '82. A group of TKE brothers, searching for a bronze plaque stolen from the ex terior of the house, found it on 3% Roberts and vandalized the hall, as retribution, spewing trash on the floor and turning over beds, he said."
A,"complaint was lodged against TKE with the Office of Residential Life and Commer ford put the fraternity "" on warn ing.""  Probation followed when members again caused damage in Roberts following their "" Pop- Son N i g h t "" c e l e b r a t i o n . Members of the group returned the next morning to clean up and replace three broken windows, Riggins said. R i g g i n s  s a i d f u r t h e r disciplinary action by the University against TKE was war ranted but that probation was "" perhaps too harsh.""  "" Because we were among the first, we were made an example,"" he said. Commerford said he has "" con fidence in the leadership""  of the two fraternities that the limita tions of the probation will be adhered to. He said he does not think the social restrictions will be detrimental to either fraterni ty. And, while Williams and Rig gins agreed the probation limits would be an "" inconvenience,"" neither said he thought it would affect fraternity morale."
Bomb scare clears Hunt,"A telephoned bomb threat this morning caused University officials to order the evacuation of Hunt Hall at 11 o' clock. A spokesman for Vice President for Administration and Finance John Zeller said an anonymous caller telephoned the physical plant director's office at about 10:50 am and said there was a bomb in the dormitory. She said officials did not expect any difficulty with the evacuation since many of the dorm residents were in classes. A similar threat was received a few weeks ago. The building was evacuated and a search made, but no bomb was found. , ... Lewisburg Borough Police were called this morning to assist with the evacuation and bomb search. ________"
LONDON SCHOOL OF ECONOMICS,"A chance to study and live in London Application blanks from: Admissions Secretary, L.S.E., Houghton Street, London WC2A 2AE, England. tMRJKOTTBrii * * -1* . ***--*# *><<"
Page 7,
"Friday, February 20,1981",
NEWS,
"New, space-age alloy",
"that looks as good as gold,",
"wears as good as gold, costs about half as much.",
SPECIAL INTRODUCTORY OFFER: Save $J0,
off the regular price. (Offer valid through February 27,
ONLY.),
Yellow Lustrium rings by Josten's available daily,
at your bookstore.,
r,
VISA,*
Bucknell Bookstore,
7th Street & Moore Avenue,
"Lewisburg, PA 17837",
Board passes,
"$1,106 tu",
increase,"From TRUSTEES, page 1. thus the salary hike ""was a very positive step in maintaining the acad em ic quality of Bucknell."" Faculty reaction was mixed. Ray said he was pleased with the board's decision, largely because it is a positive jesture to improve morale at the University. Becker, however, still said more needed to be done to correct past inequity and thus was not impressed by the board's efforts. Although tuition and fees re mained largely the same from the last proposal, the breakdown of funds was altered at the meeting, Zeller said. The tuition increase will drop from $950 to $900 while the room fee will in crease by $50 for a total of $100. The board increase will stay at $100, Zeller said. Thus, while tuition was actual ly decreased at the meeting, total comprehensive charges remain ed the same. In addition to increasing the tuition, the board decided, without debate, to increase the student activities fee as ABS president Michael Suarez '82 re quested. This will bring total in creases to $1106 or $8437 in com prehensive charges for 1981-82. Suarez said the trustees were very receptive to student in terests and showed a great con cern for the continuation of quali ty education at Bucknell."
ABS retreat attended by,
less than half of congress,"The Association of Bucknell Students'seminar on leadership, held Friday and Saturday at the conference center at Cowan, was attended by 18 congress members--less than half of the organization. The seminar, entitled ""People Support What They Help Create,"" was intended to outline the ""new"" congress and its team structure while developing awareness of the University community from ad ministrative, academic and social perspectives, ABS President Michael Suarez '82 said. Friday evening was devoted to discussions concerning the Universi ty and goals of the ""new"" ABS. Saturday was spent in group discus sions with University administrators to increase rapport with students and knowledge of the University in general, Suarez said. After the discussion period, the congress members regrouped to study the concepts of ""team building"" and ""brainstorming"" with Assistant Director of Student Activities and University Center Pro grams Ruth Burnham. Suarez said the team system and brainstorm ing sessions will be an integral part of his administration. The major outcomes of the weekend included plans to increase publicity on the situation of the third floor of the University Center, in crease social alternatives on campus and increase the Student Ac tivities Fee by $6 to $52. (See story on page 3.) Although officially terming the weekend a success, Suarez said a review of the retreat will be presented on Wednesday to the 23 con gress members unable to attend the seminar."
ssssssssssssssssssssssssssssssssssssssssssss^,
1,
BERMUDA,
FROM ONLY $279.00,plus 15% tax and service
MARCH-APRIL Weekly Saturday Departures,
PRICE INCLUDES:,
* Roundtrip jet transportation from Boston or N.Y.,
* 8 days/7 nights accommodations,
* Round-trip transfers from airport,
* All taxes and gratuities (except 5.00 BDA tax),
* Full breakfast and dinner (hotel package),
* Fully-equipped kitchenettes,
* College week activities,
Plus Exclusive,
* Welcome Party with Bermuda Strollers,
* Free Beer and Souvenirs,
* Admission to Night Clubs and more,
Limited Space,
Act Now,
Mail $25.00 Deposit To:,
Adventures In Travel,
1200 Post Road East,
"Westport, Conn. 06880",
or write or call for brochure and information (203) 226-7421,Photo-- Jeff Lewis
JOHNSRUD SPEAKS ON NUCLEAR WASTE,"-- Judith Johns- rud, co-director of the State College Chapter of the Environ mental Coalition on Nuclear Power, speaks to a capacity crowd in the University Center Forum Tuesday night."
"Friday, February 20,1981",
oosuc,
The Outward Bound Winter,
Wilderness Program -- no,
experience necessary. We,
provide all necessary equip,
"ment including parkas,",
"boots, sleeping bags, tents,",
"snowshoes, skjs, backpacks,",
cooking gear -- even,
special food. Travel,
through Western Maine's,
Carter-Mahoosuc Moun,
tains. Ski brilliant white,
powder. Listen to the,
