heading,content
........,Lit. Ill .... B. U. Hall Music Annex ...... Lit. Aud. .. Tustin Gym
......,"Lit. Aud. ...... Hunt Lib. ..... B. U. Hall Bison Lounge 4:30 p.m. 7-8:00 p.m 7:00 p.m. 4:30 p.m. 6:45 p.m. 6:45 p.m. 7:00 p.m. 7:00 p.m. WEDNESDAY, JANUARY 24 Final Examinations Begin House of Representatives...........................................Hunt Lib. WVBU Directors Meeting .................................... Hunt Lib. Moberly Study (Soc. Sci. Division) ............................... Bison THURSDAY, JANUARY 25 Honor Council Meeting.............................................. Hunt Lib. Women's Glee Club .................................................. B. U Hall String Orchestra Rehearsal ............................... Music Annex Men's Glee Club.......................................................... Lit. Aud. Band Rehearsal ........... . ......................................."
.,"Band Room Dear .Editors: This letter is addressed to every Bucknellian who has made World Stu dent Service Fund a success both fi nancially and morally! As chairman of the drive, I owe es pecial gratitude to the solicitors, members of the central committee, and all others who contributed so much time and effort in conducting the campaign. I hope that in future years the World Student Service Fund drive will continue to function on a .mature, positive, and personal level. Sincerely, Ed Blick"
To The Editor:,
"A wide variety of people, scenes",
and objects cross our paths in tho,
"course of a single day, but how much",
do we actually take in?,
A widely,
used yardstick for measuring alert,
ness and keenness is the power of ob,
servation.,
Having reached the point in,
life,
where we are,
matriculated,
college,
"students, we should possess a well-",
developed power of observation.,
"Prospective employers, whether con",
"sciously or unconsciously,",
will,
be,
judging us by the degree of alertness,
we have attained.,
"Observation is a wonderful teacher,",
portraying a good deal of knowledge,
that cannot be obtained from text,
books alone.,
Many of us are guilty,
of traveling a narrow orbit oblivious,
to the surrounding elements.,
Such a,
limited sphere is degrading to,
the,
personality and does not command re,
spect.,
"Remembering people, news, places,",
"etc., is an art which can be developed",
to some extent in all of us. Someone,
once said that we're all so busy think,
ing of what we will say that we don't,
hear what the other fellow is saying.,
This is precisely the way we often,
pass up gems of wisdom.,
Bearing in mind the fact that keen,
"observation is the sign of an alert,",
"thoughtful person, let's all try to at",
tain a higher standard.,
Test your,
self.,
"Upon arriving home tonight,",
see how many names you can recall,
of persons you spoke to during the,
day.,
A Graduating Senior,
Penn State To Register Full,
Freshman Class In February,
"For the first time since the end of World War II, Pennsylvania State Col",
"lege will admit a freshmen class, including both men and women students, at",
"the beginning of the second semester, which opens on February 4.",
"In announcing the plan, President Milton S. Eisenhower said that ""in these",
"emergency times, when industry and the armed forces need trained men and",
"women, the College is especially anxious that its facilities be used to the full",
"est extent.""",
The decision to admit a freshman class in February will help recent high,
school graduates who want to begin college work before becoming subject to,
call under the Selective Service Act.,
"During the war, the College operated",
"or. an accelerated program, admitting three classes each year.",
Admission of freshmen at mid-semester will not prevent the College from,
granting admission to qualified students desiring to transfer from other col,
leges or to those students who have completed their work at Penn State ex,
"tension centers and are ready to transfer to the campus, explains Dr. C. O.",
"Williams, acting dean of admissions.",
"The ""Harvard Lampoon,"" campus humor magazine, finds itself in a very",
unfunny position. A state police lieutenant was recently assigned to investi,
"gate the ""filthy, obscene and licentious"" magazine which was confiscated by",
"Massachusetts police. A district judge described the magazine as ""not fit"" to",
"be taken into homes where there were mothers, fathers or sisters. The con",
"tent of the magazine, according to its editor, are a collection of cartoons and",
jokes from other college magazines.,
ON OTHER CAMPUSES,
by Babs Fiedler,
"According to the Clarkston Integrator, the mathematics department of the",
University of Akron is going to make it easy for students to get hold of old,
tests.,
The department is setting up a file system in the university library,
which will include the examinations of the previous four semesters.,
The head of the math deparemtn was quoted as saying that he felt this,
was a big step toward the creation of better feeling between faculty and stu,
dent body.,
The only department that does this at Bucknell is the Chemistry Depart,
ment. The World Lit Department and Math Department make a feeble at,
"tempt at posting tests, but this seems to be more the results of a brief spurt",
of ambitipn than any systemized approach. The only test that the majority,
of Bucknellians see before hand is the supposedly secret Cumulative Tests.,
It's a queer world.,
"Easton, Pa.--(I. P.)--Most modern educators recognize the importance",
"of acquainting students with the great ideas that shape our civilization, and",
many colleges have tried to do this without regard to the artificial fences that,
"segregate departments, declares Dr. W. W. Watt, head of the English depart",
ment at Lafayette College.,
"""Ambitious survey courses in 'Great Books',",
"'Western Civilization,' and 'The Humanities' appear in college catalogues",
throughout the country.,
*,
"""But few of them,"" he points out, ""have lived up to their noble aims and",
high-sounding blurbs. Four short-comings are common to such spread-eagle,
courses. They are planned for the run-of-the-mill freshmen and sophomores,
who are not competent to assimilate them intelligently; they are taught by,
jack-of-all trades to groups too large for intelligent discussion; they encourage,
superficial reading and thinking by attmpting to cover too much ground too,
rapidly; and the material is not carefully organized to present a continuous,
"picture.""",
They shouldn't talk about our 190 courses like that.,* * * * *
"Psychology class at Coe College, Iowa is really progressive, according to",
an item in the State College News.,
The story told about a word association,
test being given by one of the psych professors at Coe. The usual black-white,
"examples were given, then the prof came up with ""love."" Ventured a timid",
"student, ""Neck?""",* * * * *
"According to a report, published in the Daily Reveille, the Vanguard,",
"Brooklyn College's paper, has been suspended for the second time in six",
months.,
Last spring the faculty adviser to the paper quit because the paper would,
not follow his recommendations.,
"At the time, the Vanguard was called mon",
opolistic because it was maintained by compulsory student fees.,
The latest suspension resulted from an editorial criticizing the dean for,
"his handling of a student organization called the ""Labor Youth League of",
"Brooklyn College""--a group which was ordered to disband, allegedly because",
its views on the Korean War coincided with those of the Communist party.,
Each day it's becoming more and more obvious that all the communists,
are not in Russia.,* * * *
"Salem, Ore.--(I. P.)--Seeking to formulate a better organized and dis",
"tributed social program at Williamette University this year, the Social Activi",
"ties Board has cut down on the number of social events, placed closer regula",
"tions upon others, and introduced several innovations.",
It is hoped that the,
new working social calendar will allow for a more uniform plan encompassing,
all campus organizations and giving each equal social representation.,
Pledge dances have been entirely eliminated for the present time and fire,
"sides have been scheduled for the same date, with a maximum of five firesides",
per living organization. Fraternities and sororities will be held to one formal,
and one informal dance per year.,
Think of Bucknell on this schedule. The poor brow-beaten Fraternity Joe,
not being able to boast of the,10
dances his house gave last year nor to flaunt,
his fortunes in the face of frats less fortunately endowed.,$ * * * *
"Columbia, Mo.--(I. P.)--All Stephens College students elected or appoint",
ed to positions of leadership of campus organizations are eligible to participate,
in the general meetings and individual conferences offered by the Campus,
"Leadership Course, continued this year as the first of three units in the Col",
lege's Leadership Training Program.,
"Following the pattern which has proven successful in previous years, this",
"Work includes a one-credit course, ""Psychology of Leadership,"" offered to cam",
"pus leaders by Dr. Eugene Shepard, Dean of Student Personnel. ""Community",
"Leadership,"" another one-credit course, will be given during the second semes",
ter. A clear-cut emphasis is thereby placed upon the value of college experi-,
nces as the basis for constructive leadership activities in the student's post,
"college, community life.",
(c)I,
jp,
uurknplltan,
OFFICIAL STUDENT PUBLICATION,
OF BUCKNELL UNIVERSITY,
"LEWISBURG, PENNA.",
Established,1897
EDITOR ..........................................,
BUSINESS MANAGER,............
MANAGING EDITOR,
.........,
SPORTS EDITOR,
................,
Assistant Sports Editor,
NEWS EDITOR,
....................,
Assistant News Editors,
Consulting Editor,
.................,
Adv. Mgr................... Barbara Kaiser,
Society Editor,
...........,
Molly Edwards,
Exchange Editor,
.......,
Bobbie Roemer,
Chief Reporter,
.........,
Mary Ann Fritz,
Photography Editor .... Gordon Greene,
.............,
CLYDE McAVOY '51,
WILLIAM HENKELMAN '52,
MARY JANE RILEY '51,
.....,
HARRY STALEY '52,
.......,
Jack Gamble '53,
.......,
BILL BELLAMY '53,
.... Marilyn Hanna *52,
Mollie Brown '53,
............,
Jack Williams '51,
Circulation Mgr,
..........,
Marion Bucher,
Features Editor .... Robert Woolhouse,
Cartoonist,
.......................,
Dan Sanders,
Girls Sports,
.....................,
Joan Morris,
"NEWS STAFF -- Bill Bellamy, Don Ray, Mollie Brown, Jackie Long,",
"Jan Bergman, Ralph Waite, Chet Leach, Thorny Rice, Helen Red-",
"BUSINESS STAFF--Pat Kunkle, Jayne Lange, Betts Houser, Bee",
"Gee Myers, Frannie Locher, Jan Clapp, Marion Bucher, Jackie",
"Thompson, Ann Buzwell, Lois Lehr, Newell Robb, Audrey Nico-",
"demnus, Shirley Redinger, Barbara Levin, Beverly Newcomb.",
MEMBER OF INTERCOLLEGIATE PRESS,"T H E B U C K N E L L IA N is p u b lish ed w eekly during: th e  college year. M em ber *f th e In te rc o lle g ia te  N ew sp ap er A ssocia tion o f th e  M iddle A tlan tic S tates. A N N U A L SU B S C R IP T IO N , $2.00, p a y able in  advance. E n tered  as second class #tatter a t th e  p o st office a t L ew isb u rg . P en n sy lv an ia. E d ito ria l Offices: U niv ersity P rin tin g Co. 12 N o rth  F ifth  S treet. Office T elephone ....... ......... ..................... 5-14221 B oxes: M en's P o st Office Box 373; H a rris  H all re c ep tio n ist desk"
"Adviser, Prof. Robert M. Ewing.",
Member,
Associated Golleftiaie Press,
Distributor of,
Cblleoiafe Digest,"R E P R E S E N TE D  FO R  N A T IO N A L  A D V E R TIS IN G  BV National Advertising Service, Inc. - College Publishers Representative 4 2 0  M a d is o n A v e . N e w Y o r k N .Y . C h ic a g o * B o s t o n << Los A n g e l e s * S an F n a m c is c o"
"THURSDAY, JANUARY IS, 1951.",
"THE BUCKNELLIAN, BUCKNELL UNIVERSITY, LEWISBURG, PENNA.",
PAGE THREE,
'Our Town' Runs Gauntlet,
Of Forum Critics',
Comments,
by Don Raphael,
"The usual critic's bouquets and brickbats were hurled at the cast of ""Our",
"Town"" Sunday night at the forum in Bucknell Hall.",
Comments ranged in,
"vituperosity from the poor lighting' in the third act to George's 1950 suit,",which was out of place in the 1912's.* ----------------------------------------
PHI KAPPA PSI WINS,
INTRAMURAL CUP IN,
DEBATING CONTEST,"On the bouquet side of the ledger,' the critics liked Emily's Shirley Temple- ish cuteness and one observed that John McFadden will make a fine law yer, with his wonderful manner of projecting himself. The critics were Mr. Kinnard, Miss Merkel, Mrs. A. Johnson and Burt Ginsburg, a graduate student, was the student critic. The majority of the critics enjoyed the first two acts, but felt that the play hit a pitfall in the third act. Perhaps this was due to the poor writing that Wilder did in creating the third act. Some felt that he was wrong in writing the first two acts on simple prosaic things, and then, in Kinnard's words, bring in ""Metaphysics"" in the third act. Mr. Kinnaird also follow ed the majority in lauding Bill Bil- lipp's performance as the stage man ager. Diction Praised Miss Merkel, a native-born German instructor, was impressed by the fine diction of the cast. She also admired the cooperative spirit of the actors, and the smooth teamwork of the cast, the directors, et cetera. The very ""Milkmanish"" Howie Newson, Miss Merkel felt, and the professor seemed to point out that a fine job of casting was accomplished. ""One of the most convincing bit parts . . ."" was Mrs. A. Johnson's opinion of the professor. She felt the cast captured the uncertainty of the wedding scene very aptly, and felt that the make-up was plausible, con trary to many of the critic's ideas. Prof Promising Burt Ginsburg, the student critic felt the play afforded one a ""very en joyable evening."" He commended Willard Smith's performance as one of the dead, and was sure that Mr. Smith showed ""promise"" which seem ingly would be an understatement. In closing the forum, the ""promis ing"" Willard Smith tossed his bouquet to the cast, and commended the qual ity of ""Our Town."" Phi Kappa Psi, it was recently an nounced, has won the Intramural De bating Cup. The topic for this year's eries of debates, in which eight fra ternities and two sororities competed, was ""Resolved that the United States should adopt a policy of Universal Military Training."" Each group debating had a nega tive and an affirmative team. The Phi Psi affirmative team was made up of Alan Goff and. John Harvey, while their negative team included Harry McSorley and Dick Wentley. The cup-holder's first win, in which they held the affirmative, was over Phi Lambda Theta. Their second round, also upholding the affirmative, proved them to be victorious over Sigma Alpha Mu. These two wins put the Phi Psi's into the finals, in which they competed with Delta Up- silon. This gave the negative team a chance to prove its strength. Once again the Phi Psi's were the victors. The Bucknell Debating Society, sponsors of the competition, presented Phi Kappa Psi with the Intramural Debating Cup and a prize of five dol lars each to Harry McSorley and Dick Wentley, champions on the negative team. Charles Swope was the coach of the Phi Psi debators."
"RILW Discussed,",
Theme Announced,"The Central Committee of Religion in Life Week, consisting of the lead ers of various committees on the project, met last night at 7:00 in Hunt Recreation Room. Bud Bush, the chairman of this pro gram outlined to the group what had already been accomplished by the workers on Religion in Life Week and what was planned for the future. The theme of Religion in Life Week, which will be held from February 23 to March 4, will be ""Christian Faitli Confronts the Crisis ir> the Univers ity."" Bush suggested that students participate in the Moberly studies on the book Crisis in the University so that they may more fully join in the discussion during the week. ""Plans are being competed in re gard to the Convocation speakers,"" Bud stated. In regard to the desi- dent discussion leaders, the fraterni ties have already chosen theirs, and the men's and women's dorms are in the process. These speakers are chosen from lists consisting of min isters, youth leaders, teachers from Bucknell, Lewisburg, and other cities. Anyone interested in working in Religion in Life Week can contact either Bud Bush or the CA office. The committee leaders would like to com plete their committees before finals, so don't delay, sign up soon."
Shinn And Murphy,
Albert Fenton Assumes Duties,
ANTERBURY CLUB,
Represent BU In,
Penn State Debate!,"""Resolved that the non-communist nations should form a new interna tional organization."" This was the topic at the non-decision Penn State- Bucknell debate last Thursday evening in the Vaughan Literature Lounge. Bucknell held the negative side, while Penn State took the affirmative. Debating for Bucknell were David Shinn and Bert Murphy. They were opposed by Penn State's Jack Bod- dington and Robert Allardice. Both sides seemed to agree on many of the important points, however, the main disagreement was in the scope of the military agreements. The affirmative stated that the or ganization should contain all non-com munist nations in one unit, while the negative favored regional agreements | including the Atlantic Paet South America, etc. Both sides agreed that the United i Nations is a valuable institution in I conducting non-military matters, but, due to the influence of Russia, mili-1 tary agreements are impossible. The debate was followed by a ques tion and answer period, during which many questions were raised from the audience."
As Development,
Program Head,
"Albert H. Fenton of Brunswick, Maine, has been appointed Director of",
"Bucknell University's Second Century Development Program, it was announced",
by the administration this week.,"As director of this program, Mr.0------------------------------------------------"
THREE PROFESSORS TO,
CONDUCT EXPERIMENT,
IN ORIENTAL CULTURE,"Fenton will organize and administer the long-range plan for development of the University's resources. Mr. Fenton brings .to this post a wealth of experience in the journal ism and public relation fields includ ing positions held with the Boston Herald, the Providence Journal, Fer- rar and Rinehart Inc.,, and Textron Incorporated. During the war he served as a correspondent with the Thirteenth Corps, United States Army. Formerly publicity director of the Bowdoin C o l l e g e  Sesquicentennial Fund, Mr. Fenton is a native of Palmyra, N. Y., and was educated at nations I Bowdoin College and Boston Univer- I sity."
APO Initiates Pledges,
At Formal Ceremonies,"Art Harrison has been elected pres ident of the Canterbury Club, outgo ing president Bill Bellamy announced today. Other new officers include Elaine Seltmann, vice president; Sue Dayton, secretary, and Don Jones, treasurer."
CROONERS GET AROUND,"Last year the Men's Glee Club made 36 appearances and sang to approxi mately 50,000 people during their tour to New York and Philadelphia areas. Alpha Phi Omega, national service fraternity, initiated ten men at cere monies held Wednesday, January 10. Herbert Zearfoss, president, initiated the following men as pledges: Fred Kuhn, Dave Levenson, Doug Gehring, Jerry Galloway, Don Busch, A1 Kes- lin, Don Moyer, Ira Levin, Robert Christman and Jack Boulden. Jim Clitter was appointed chairman of the committee to arrange for the annual Scout dance. Bill Frasier was elected corresponding secretary. It was announced that APO had raised $30 for the tuberculosis campaign through the sale of Christmas seals."
SOPHS TO MEET,"There will be a meeting of the soph omore class tomorrow at 4:30 in the Vaughn Lit. Auditorium, it was an nounced today by Jim Pangburn, vice president."
NACCP Drive To Begin,"The Executive Committee of the National Association for the Advance ment of Colored People, Bucknell Chapter, has announced that the an nual drive for members will begin on Monday, February 17, 1951. This date has been chosen because of its appropriate significance to the objectives of the organization, Lin coln's Birthday. The goal this time is 100 members and more aid for the Betty Anne Quinn Scholarship Fund."
Albert H. Fenton,""". . . heads development"""
TERRELL NAMED NEW,
W V B U  DIRECTOR,
CHURCH MOVIES,"i At the 1 WVBU j handed I Mother last Directors Meeting of two members of the Board in their resignations. Tom .1, Station Manager, and Ber- There will be a showing of the movie, King of Kings, at 6:30 p. m. on Sunday, January 21, 1951 at the Methodist Church. This movie is sponsored by the Baptist and Metho- j. , , ,"
_,","
_,"i pointed Steve Terrell to replace dist student groups and concerns, the | ""_ life of Christ. A collection will be taken to defray expenses. Everyone ^ Other appointment is cordially invited to attend. * In response to a challenge given by a State Department official during last fall's Burma-Bucknell Weekend, three professors will experiment the second semester with a new course in Oriental culture. Chiding American education for its neglect of the Far East, Oliver J. Caldwell, representing the Division of Exchange of Persons, urged Buck- nell's faculty to remedy the curricu lum's inattention to the Orient. In an effort to provide an integrated study of Oriental culture, Dr. Charles M. Bond, Dr. Lewis E. Wethington, and Dr. Cyrus H. Karraker from the departments of religion and history plan to combine three separate courses that deal in part with the Far East. The new syllabus is being prepared from the History of World Religions, the History of the Middle and Far East, and World Religions and World Culture. To develop better under standing of the peoples of the Orient and their problems and ideas, stu dents will consider such topics as his torical backgrounds of India and China, the religious and philosophical foundations of the Far Eaist, the his tory of India and China in more mod ern times, British conquests in the East, Christian missions, Hinduism's adjustment to western influence, Buddhist reaction to western culture, the emergence of Japan, and the 20th Century Orient. If the experiment proves successful, an entirely new course may be added to the curriculum next year, and the three participating groups of this spring will go on their several ways. nice Leagus, Secretary will both grad uate in February. Ed McComsey ap Tom Motheral. Other appointments to the Board were: Don Stevenson, Scheduling Di rector, and Barbara Roemer, Assistant Scheduling Director. A great many plans were made for next semester including a complete redecoration of the studio. il xLat  last rin9S' U /L en *f*na' yL ali"
Ed<<hKA,
e,
f,Queen s CdegweB
BENNETT'S PHARMACY,
P R E S C R I P T I O N S,:  3 2 3  M A R K E T  S T . L E W I S B U R G .  P A .
"*0 college,-tdegdeg.",
Honorary Initiates,"Phi Alpha Theta, national history honorary fraternity, held initiation ceremonies last Sunday in which the following students were accepted: Cornelius Bailey, Ann Busch, Robert Diedolf, Mary Ellen Federschmidt, Mary Jane Fisher, Frederick Mur- name, Marilyn Ruth, Delta Elizabeth Sowers, Anne Schweiker, and Herbert Zearfoss. The chapter held a banquet for the initiates Sunday evening at the Hotel Lewisburger."
ANNAPOLIS JINX,Bucknell's basketball team has been unsuccessful in eleven attempts to de- | feat the U. S. Naval Academy.
K,i s
PS T,s
. V,f . t .
ENJOY YOUR C IG A R E T T E !...,
If you're not happy with your present,
brand,
(and a 38-city survey shows that,
"millions are not),",
smoke Luckies! You'll,
get the happy blending of perfect mild,
ness and rich taste that fine tobacco--,
and only fine tobacco--can give you.,
"Remember, Lucky Strike means fine",
tobacco. So get complete smoking enjoy,
ment. Be Happy--Go Lucky today!,
C. DREISBACH'S SONS,
'Hardware o f Every Description,
Phone 5-1238,4 0 0  M A R K E T  S T R E E T
be a,wheel<< a i l - f e ^ i h i  deg n w ^ _ iLorfi \ p Tucker
A,i - e s t  Colle* I StSI3ISPSJSJO S3SSSSe>>3<3SSSSI30IS<3S30i3eSISIXX3t3S*SI3eSIJI*SISSSS>>>PSSS30i3<3SSCW 00i*SSSt>>
Dunkle,
Ponitac Motors,
Pontiac Sales and Service,C O P R .. T H E  A M E R IC A N  T O B A C C O  C O M P A N Y
L.S./M FT- lode/ Strike /itons Fine,
Tobacco,
1 Used Cars of exceptional quality,
\,# 4
#si,
W,
MWMM,
PAGE FOUR,
M M,m m m m m m i #M M M i mmm m/mmtmmmmammmmmm '#
UH,"- -aimEEEi-, # s -"
"THE BUCKNELUAN, BUCKNELL UNIVERSITY, LEWISBURG, PENNA.","THURSDAY, JANUARY 18, 1951."
Last Second Set Shot Sends Bison Netmen Down To Fifth Defeat 69-67 At Hand Of Mules,
Strassner And Gallagher Are Stars,
Of Exciting Contest At Allentown,"by Harry Staley A long set shot by Joe Bonacci with only 25 seconds left in the game gave the Muhlenberg Mules their fifth win of the season last night as they edged out the Bison netmen 69-67 in Allen town. Strassner High The battle, which was fought on a nip-and-tuck plane throughout, was highlighted by the fine offensive play of the Bison scoring twins, Don Strassner and Joe Gallagher with 21 and 18 points respectively. The bur den of the scoring for the Mules was carried by Dick Eckert, towering cen ter, who dropped in 18 points for the visitors. The first half was well-played with the visiting Herd holding the edge all the way. The shooting was very sharp in the first twenty minutes with Bucknell's shooting percentage hover ing around 50% for a long time. The Mules found the going tough in the first half but managed to whittle, down a 20-12 lead that the Bisons had built up midway in the first half. The Mules drew to within one point of the visitors and then Jack Guy's charges began to find the range again. Strassner clicked for four field goals and one foul in the first half to trail Gallagher in scoring at that time by one point. Gallagher left the floor at halftime with 10 points on four field goals and two fouls. Bucknell led by six points, 38-32, at halftime. Mules Hit 'The- second half started off with a bang and it was indicative of the way play was to be for the rest of the eve ning. Muhlenberg quickly drew to within two points of the Herd when Dick Eckert dropped in a set to make the score 44-42 Bucknell. Little Joe Bonacci, who played a sparkling floor game for the Mules all evening, then broke loose and tossed in a layup to knot the score. He then dropped in a foul shot and Muhlenberg forged in front for the first time by a count of 45-44. Following an exchange of lay-ups by Strassner and Binaccio, Muhlen berg forged into the lead and held it until big Connie DeLoca tapped in a rebound to tie the score at 54-54. Joe Gallagher then netted two foul shots followed by two more by Bill Strella and the lead by four. Strassner then curled in a lay-up to spread the Bison lead to six points, 60-54. Eckert Tough Elmo Jackson then took things into his own hands and with two one-hand ed push shots the Mules were back in the game. Dick Eckert then hit with a hook shot to tie the score at 61-61. The tall Mule center duplicated the feat a few seconds later and Strass ner netted the count with a lay-up on which he was fouled. Strassner net ted the foul and Bucknell led 64-63. Bucky then scored on another driving lay-up and made a three-pointer out of it when he was hacked. At this point things were looking up for the Bisons as they led 67-63 with approximately one minute left in the game. Bill Strella then eared the Bison attack into a semi-freeze but big Bill Jackson broke through, inter cepted the pass and tossed to Joe Bi naccio who dropped ilia long set shot. Again the Herd lost the ball and the Mules capitalized when Eckert scored on a tantalizing left handed hook shot to tie the game at 67-67. Binaccio Ices It With 35 seconds left in the contest Bill Strella was fouled in the- act of shooting and stepped to the line for two. However, he failed to connect and with the clock showing 25 seconds remaining, troublesome little Joe Bi naccio again hit on a long set shot to make it 69-67, Muhlenberg."
Rutgers Crumbles Before,
Bison Scoring Splurge;,
Strassner Leads Attack,"by Jack Gamble It was fully twenty minutes before Bison cagers thawed from the Penn State freeze and gained a lead they never relinquished to down a fighting Rutgers quintet 74-56 in New Bruns wick last Saturday night. A twenty-three point onslaught in the third period provided the Guymen with the marin they needed to take the measure of once-mihty Rutgers. What was said in the dressing room is not known, but the Bison five came to the floor and stamped a great big Jack Guy trademark on the Queens- men as they outscored them by 18 points. This proved to be the final margin of victory and the ""straw that broke the Scarlet's back."" Now, Where Is The Anti-freeze? The first period featured the Herd's usual slow start and wait-for-the- sure--shot brand of ball. It was the only period in which the Scarlet was able to outscore the Bisons. The scoreboard read Rutgers, 22, Bucknell 16 at the end of the first ten minutes of play. A difference of only six points, and a lead which the Queens- men were barely able to hold until halftime. With the preliminaries and warm up exercises out of the way, the Orange and Blue began their three periods of real heads-up ball handling. It was in this second period that the Herd's inside shots gave them a scor ing tie; each team pushing through 14 points. Defense was the answer to all of Jack Guy's problems as he found his cagers unable to hit the shots from out front but gradually creeping up on the rebound tip-ins. Bucky Strass- ner's fine control of the backboards netted him 22 points as the teams left the floor at halftime with the score reading Rutgers 36, Bucknell 30. Thawian Supreme! ""Quick, Hal, the needle,"" and the needle it must have been, for the Herd returned to the hardwoods with the greatest of smiles on theiy faces. They knew what was coming, but the Scarlet didn't. For the next 15 min utes the Queensmen couldn't buy a basket. Don White had his cagers change their defense to a man-for- man. With this he sealed his own fate. A tightened Bison defense coupled with the expert play making of Joe Gallagher sent 13 points through the hoop before the home team collected their first tally in the second half. Fifteen minutes after the initial tip- off the Scarlet dumped in their final field goal. Quickly, Mother, My Glasses Strassner hadn't cooled from the rest period as the Brunswick Boys soon found out. If there was an inch of space under the boards, Bucky soon was there to take possession. He took advantage of those openings too, hitting 11 of 16 shots from under the boards. Things were not looking too bright for the hometown boys. They were able to collect but five field goals out of 36 shots taken at the hoop. The most outstanding work of the evening is credited to Joe Gallagher for his fine floor work and team lead ership. The Newark News writeup tells of Joe's constantly passing off his own shooting opportunities to give his teammates a chance to shine. Al though he scored but nine points he was definitely the playmaker of the evening. High scoring honors went to Don Strassner with 28 and Hal Corizzi had 18 for the Rutgers five. Harry Lawrence, Temple's Dr. Yeomans, President Hildreth, Dr. Pangburn. "". . . a new home for the Old Shoe."""
Bisons Will Play Host To Lehigh,
Saturday In Search Of Sixth Win,by Jack Gamble Bison hardwood fans are looking forward to viewing some real basketball tactics Saturday night when the Engineers of Lehigh University invade the Davis Gym court. << This is to be the Herd's first return
Old Shoe Trophy Formally,
Presented To Victorious,
Herd Gridders First Time,
Frosh Cagers Continue Surge;,
