heading,content
m,"Courtesy of Public Relations Sponsored by the Multiculture Center, Mary Frances Berry, U.S. Civil Rights Commissioner spoke on campus last Tuesday as a part of the Black History Month celebration."
A focal point for learning about,
and developing an appreciation,
"of the arts, beliefs, customs and",
institutions of other cultures...,"the National Association for the Advancement of Colored People, and the Hispanic Society (Cumbre). This year, the Multiculture Center is administered by Tim Clark, D irector of M inority Student Development, and Adrienne Jones, Director of Multicultural Programs. Mr. Clark's primary responsibilities include assisting students in making a successful _ _ _ _ _ _ _ transition to the B u c k n e l l campus, as well as providing support services designed to e n h a n c e ---- -- -- a c a d e m i c perform ance, promote personal development, and stimulate creative social involvement in campus living. Ms. Jones' responsibilities, on the other hand, include assessing the need for various programs on campus, and then making these programs a reality. Programming includes bringing such personalities as poet b.f. maiz, civil rights commissioner Dr. Mary Frances Berry, and speaker Lonise Bias to campus. Jones also represents the force behind the plan ni ng of K wanzaa celebrations and programs for Black History Month. Certainly no one office on campus can achieve goals on its own- the support of other students and the institution as a whole is needed. As a result, the Multiculture Center, while making great strides, can serve solely as a catalyst on campus. It can attempt to both support and educate, but simultaneously, each and every element of Bucknell has to be open and responsive to cultural diversity before Bucknell can truly be considered multicultural."
Fraternities: The Joys of Brotherhood,
m,Courtesy of University Archives
PHI KAPPA PSI FRATERNITY,
WANTED:,
Campus Leaders,"Above: Three Kappa Delta Rho pledges bow down to some higher power in 1942. Right: A new Kappa Delta Rho brother is initiated with a paddling in 1961, as other brothers and their dates watch."
i,
Bucknell University7s first fraternity is returning to campus this spring.,
Are you willing to accept the challenge of becoming instantly involved?,
Of setting new standards for academic excellence?,
"If you think you might be ready to create a dynamic new brotherhood,",
"w e are looking for you. Please call Ron at 1-800-428-4305, or",
1-800-486-1852 after February 25.,
A New Fraternity Experience,
Vtadeex,
Hardee's daily combo specials!,
"A sandwich, your choice of med fries or small crispy",
fries and a medium soft drink for,
only,
$3.33!,
Sunday:,
Big Roast Beef,
Monday:,
Hot Ham &,
Cheese,
Thursday:,
Big Deluxe,
Friday:,
Fisherman Filet,
Tuesday:,
Chicken Filet,
Saturday:,
Turkey,
Wednesday:,
Double,
Cheeseburger,
Supreme,Courtesy of University Archives
HOUSE OF PI22,Delicious pizzas Call orders before leaving hon They'll be ready on your arrh
DELIVERIES,"Every Day 5pm-closing 524 Market Si Lawitburg. P>>. 5 2 3 - 9 3 3 3 9 February 22, 1991 Page 13"
Track heads to conference finals,"By Chris Drowne Staff Writter Today and tomorrow Bucknell will try to bring home the inaugural Patriot League indoor track and field championship, but both the men's and women's teams will have to turn in strong performances to emerge from a talented field at Colgate University. On paper, each of head coach Art Gulden's squads has posted top times in eight of the 16 events. However, Fordham has also boasted some impressive results and should provide each squad with stiff competition. All runners should benefit from Colgate's track, which Matt Deardorff '92 calls, ""an excellen t running surface."" The men's team, which won nine straight East Coast Conference indoor championships before changing leagues this year, will have to call on its dominant distance runners for the bulk of its points. Norbert Berenyi '91, Jeff Loomis '92, and Deardorff, who all helped Bucknell to a Patriot League Cross Country title in the fall, have dominated these events all winter and should provide those points. men expect to ao well include the 55 meter hurdles and dash, along with the weight and shot put Jim Bock '92 and Matt Barolo '93 have posted impressive marks in these two events. Bock is also expected to do well in the 200 meter. When it comes to the 35-pound weight and shot pul, Paul Austin '91 has no peer. No Patriot League thrower has come within two feet of Austin in either event. Like the men, the Lady Bison will look to the sprints and hurdles for important points. Karen Shimomura '91 has yet to be challenged by any non-Bucknell runner this winter. Lynette McBride '91, who is undefeated in the long jump this winter, and Tricia Plasko '92 are expected to score in the 55- and 200-meter dashes. The 4x400 meter relay team, along with jumpers McBride, Lynda Rose '91, Jenny Thomas '94, Dawn Ellery '94, Jen James '93, and Ella Episcopo '92 all need to contribute if the Lady Bison are to win. Both teams dominated last weekend's non-scoring home meet against Lock Haven, Bloomsburg, and Susquehanna, winning 21 of the events. Michael Klemen/The Bucknellian Kris DeardorfT '93 leads the way in the 880-yard run as numerous Lock Haven women follow. The Lady Bison took first place in ten events, including the above race."
Tom Marchetti '91,Tom Marchetti '91 is honored as Athlete of the Week for becoming the first wrestler in Bucknell history to record over 100 wins in a career. The Easton native got his milestone victory by pinning Delaware's Chris Wagner in the third period last Friday night. His season record now stands at 26-4 with 16 pins. Marchetti is also Bucknell's all-time pins leader with 38. The East Coast W restling Association recognized these accomplishments in naming him its Wrestler of the Week.
V,
_________________________________,
J,
Athlete of the Week],"The men's team got first place finishes from Austin in the 35-pound weight and shot put, Bock in the 60 and 300-yard dashes, and Loomis in the 880 yard run. Michael Klemen/The Bucknellian Paul Austin '91 prepares to release the shot during last weekend's successful home meet. Mike Bronson '93 captured the two-mile run, Jeff Schild '92 the pole vault. Greg Yocum '94 wonthe600- yard dash in a time of 1:14.32 and Blaine Fawcett '93 won the high jump by clearing 6'4"". Deardorff qualified for his third event at the upcoming IC4A championships with his winning time of 4:13.6 in the mile. Berenyi also qualified for those championships with his 2:12.53 performance in the 1000-yard run. Even more dominant were the Lady Bison, whoonly lostoneevent. McBride won the long jump and 220- yard dash competitions, Shimomura and Dana Harbst '93 took first in the 60-yard high hurdles and 60-yard dash respectively while Ellery and Episcopo won the high- and triple jumps respectively. Other easy wins included a 5:06.65 mile by Kritin Opdyke '93and Thomas's 63.2 in the 440-yard dash. Kns Deardorff '93 cruised to victory in the 880-yard run, while James took the600-yard run with a time of 1:29.7. The women's two mile relay team of Gina Abraham '93, Diana Dittman '92, Beth Muehl '94, and Kathy Wurster '94 qualified for the ECAC championships with their 9:30.3 time. Michael Klemen/The Bucknellian Matt Deardorff '92 races to victory in the mile while Jason Cahilly '92 and Tom Wuchenlch '92 give chase. The Bison took the top four spots in the event and DeardorfTs first place time qualified him for IC4A's."
"Ice hockey hits the skids,",
seven skaters for last two,"By Jennifer Walsh Staff Writer Playing against a tenacious bunch of skaters from Loyola University of Maryland, the Bucknell ice hockey team racked up its seventh victory of the season last Friday in a game that started out as a romp and ended in a squeaker. After jumping out to a huge 7- 0 lead in the first two periods, Bucknell allowed Loyola to come back to within two goals of a tie, just holding their opponents off the scoreboard long enough to hang on for a crucial 7-5 victory. The win boosted Bucknell's record to 7-4, good enough to keep the ream in close running for a spot in the upcoming Mason-Dixon Leauge playoffs. Playing their last home game of the season, the Bison got off to a flying start on the scoreboard as well as on the ice. Right from the drop of the puck, Bucknell set the tone of the game with rapid skating and agressi ve forechecking that quickly punctured the Loyola defense. The Bison's first goal of the game came off the stick of Jamie Abrahamson '93 at 6:04 of the first period, when a Bucknell shot from the point found its way to the net through a haze of players. Loyola goal tender Justin Kistelac managed to make the initial save, but could not control the rebound before Abrahamson had put the puck away for his first of what was to be a three- goal night, lifting Bucknell to a 1-0 lead. With the exception of a two- on-one play that almost resulted in a short-handed goal for Loyola, the Bison completely shut down all of the opposition's offense for the entire period. Loyola had a mere six shots on goal while the Bison managed twice as many of their own at the other end of the ice. ""We were really pleased with first and second periods--that was probably the best we've played all year long, both offensively and defensively--but we kind of let up in the third,"" said Bucknell co-captain John Guelcher '91. Not only did Bucknell let up in the third period against Loyola, they just about let go. The tight defense and aggressive offense virtually disappeared during that final segment, gone with the icy wind that so inhospitably gusted across the outdoor rink, just about carrying the puck off with it and freezing to death the few brave souls who remained to watch the disappointing third period. Actually, the down-hill slide for the Bison began in the very late stages of the second period, when they allowed Loyola to score the goal which broke the shutout with only four seconds remaining on the clock. At the time, this seemed to hold little concern for Bucknell, who still had a nice six-goal cushion to ride on going into the third. However, to the credit of the Loyola players, they did not fold as perhaps the Bison had expected them to in the last period. Instead, they took advantage of Bucknell's slacking off and cashed in on four more goals to pull within two of a tie. Loyola even pulled their goaltender in order to put an extra skater on the ice for the last few minutes of play in hopes that the extra man would help them score. Luckily for Bucknell, the clock ran down faster than the goals could add up for Loyola, and the Bison managed to hold on for the win 7-5. Sometimes you hang on for a win, sometimes you lose a close one, and sometimes you just wish you hadn't even bothered to show up especially when more than half of your teammates decided not to. The latter was the disheartening case for Bucknell in a game against Johns Hopkins University this past Monday, where the Bison were shelled by their opponents, losing 12-2 to a team that co-captain Carl Zuckerberg '91 said ""we could've easily beaten with a full team."" Bucknell's depleted ranks left them with only seven skaters as opposed to Johns Hopkins' twenty, notonlyenoughfortwofulllines. To make matters worse, only one skater from Bucknell's top three lines showed up for the game. Hopkins, a fast and physical team, wasted no time in taking advantage of the situation. ""We played pretty good for the first five or ten minutes of the game, but after that, there was just no way,"" said defenseman Guelcher'91. ""They pretty much had their way with us."" The game turned completely disastrous for Bucknell as the Bison were forced to play exhausting five- minute shifts out on the ice with very little time to rest in between. Under the circumstances, it was quite incredible that Bucknell scored at all, even more so that both goals came in the third period. By that time, the Bison must have felt like they were skating on legs made of lead, but they still managed to get the puck in the net, one goal coming from Mike McClean '92 on a rebound, the other on a surprising shot taken by Guelc her from inside the Bucknell blue line that travelled at least 70 feet before finding the net behind a stunned Johns Hopkins goaltender. Unfortunately for Bucknell, the next game provided no help in the wins column, as the Bison dropped their second in a row, this time in a heartbreaking 3-2 loss to Gettysburg on Wednesday night. Again left with only seven skaters on the team, Bucknell played perhaps its grittiest game of the season in a valiant effort to salvage a much- needed victory, despite their horrendous lack of manpower. The Bison matched Gettysburg stride for stride throughout the first two periods, battling to keep the score even at two on pretty goals from Guelcher and John Werring '93. Werring scored after making a nice play at center ice to strip Gettysburg of the puck and break in on the opposing goaltender, where he was then able to stash it in for his first goal of the season. Guelcher, a good puck-carrying defenseman, deomonstrated his offensive abilities as he took the puck end-to-end on a solo rush that resulted in Bucknell's other goal of the night. But in spite of both the marvelous individual and team efforts, Bucknell eventually fell to Gettysburg after"
just,
games,"allowing the game-winning goal in the third period. Teammate Zuckerberg pointed to Bucknell goalie Alec Altman '94 as one of the reason for the closeness of the game, saying that Altman had played ""a very good game."" Altman himself commented, ""I think I played well--I was satisfied. They didn ' t get any easy goals on me, and I made the saves I needed to. The guys that did go [to Gettysburg] just played a really great game. Everybody gave at least 200percent. "" But as for the guys that didn't go, their dedicated teammates were highly critical. ""It just seems like some guys have better things to do than play hockey,"" remarked Guelcher, alluding to the fact that, while some of the Bucknell players were truly unable to make the last two games, a vast majority were simply making up flimsy excuses to get out of playing. This, of course, is a practice unpopular with any sports team, let alone a team playing a game taking as much hard work and dedication as ice hockey. ""There's just no integrity, no commitment,"" said Zuckerberg. Even worse, being so severely undermanned in the past two games has seriously jeopardized the hockey See HOCKEY, page 15 Jimmy King/File Photo While the Skating Bison had a netminder for all of their games last week, they could have used a few more skaters during their losses to Johns Hopkins and Gettysburg. I page 14 The Bucknellian February 22, 1991"
M EN 'S,
B A SK E T B A LL (16-11),"February 16,1991 (away) 1 2 Final Bucknell 28 35 63 Fordham 36 33 69 BISON SCORERS:"
FG,
FT,3-pt
TP,
FG-FGA,
FT-FTA,"3pt-3ptA King 7-9 0-0 4-6 18 Bright 9-13 2-3 0-0 20 Olkowski 2-2 0-0 0-0 4 Courtney 4-11 2-4 3-5 13 Fenton 1-7 0-4 0-0 2 Peyton 2-3 0-0 0-1 4 Leshinski 1-5 0-0 0-0 2 February 20,1991 (away) 1 2 Final Bucknell 31 39 70 Colgate 32 35 67 BISON SCORERS:"
FG,
FT,3-pt
TP,
FG-FGA,
FT-FTA,3pt-3ptA Peyton 2-7 0-0 0-1 4 Olkowski 4-8 0-0 0-0 8 Courtney 5-10 1-3 8-10 19 Fenton 2-9 1-6 0-2 5 King 7-9 0-0 1-1 15 Leshinski 2-5 0-0 1-3 5 Bright 5-9 0-3 4-5 14 BREAKIN BISON STATS (24 oms.) Name
G,FG% 3-pt% FT%
AVG,Courtney 24 .480 .386 .789 21.0 Bright 24 .457 .371 .696 15.2 Fenton 24 .427 .438 .777 12.6 King 24 .688 .000 .800 11.9 Olkowski 24 .469 .333 .711 7.3 Peyton 24 .477 .000 .872 5.2 Leshinski 24 .432 .000 .698 4.7 Malone 7 .600 1.000 .750 2.0 Simpson 4 .200 .000 1.000 2.0 Walsh 23 .400 .500 .625 1.5 Diver 14 .438 .000 .750 1.2 Joy 8 .667 .000 .750 1.2 Brown 13 .300 .000 .000 0.9 Clark 10 .182 .333 .000 0.6 Snyder 6 .333 .000 .250 0.5 PATRIOT LEAGUE STANDINGS fas of 2-16) League Overall
W,
L,
W,
L,Fordham 11 0 21 5 Lehigh 7 2 15 9 Holy Cross 6 3 14 10 Bucknell 5 4 15 11 Colgate 2 7 5 19 Army 2 9 5 19 Lafayette 1 9 7 18
""" FORDHAM","has clinched the regular season Patriot League title. "" Mike Bright '93 was named Patriot League Player of the Week. PATRIOT LEAGUENOTES fas of 2-16) SCORING (overall) Name School"
GP,
PTS,
AVG,B. Courtney Bucknell 26 528 20.3 J. Nairus Holy Cross 24 451 18.8 B. Stankavage Lafayette 25 459 18.4 D. Lopez Fordham 26 457 17.6 J. Collins Army 22 372 16.9 REBOUNDING (overall) Name School
GP,
TOT,
AVG,D. Lopez Fordham 26 248 9.5 D. Mbonu Lehigh 24 196 8.2 J. Nairus Holy Cross 24 193 8.0 P. King Bucknell 26 198 8.0 J. Antolick Lafayette 25 169 6.8 M. Bright Bucknell 26 176 6.8
FIELD GOAL,Name PERCENTAGE (overall) School
GP FGM-FGA,
AVG,P. King Bucknell 26 106-156 .679 D. Lopez Fordham 26 165-272 .607 D. Mbonu Lehigh 24 145-246 .589 J. Stone Colgate 24 148-252 .587 B. Krizansky Lehgih 24 151-262 .576 FREE THROW PERCENTAGE (overall) Name School
FTM-FTA,
.PCT,B. Courtney Bucknell 84-107 .787 K. Fenton Bucknell 84-107 .785 P. King Bucknell 106-135 .785 J. Hlpps Lehigh 67-86 .779 D. Mbonu Lehigh 115-150 .767 STEALS (overall) Name School
GP,Steals
AVG.,B. Krizansky Lehigh 24 57 2.38 M. Bright Bucknell 26 56 2.15 D. Lopez Fordham 26 48 1.85 BLOCKED SHOTS (overall) Name School GP Blocks AVG. D. Lopez Fordham 26 79 3.0 S. Leshinski Bucknell 26 36 1.4 J. Nairus Holy Cross 24 33 1.4 S. Martzloff Holy Cross 24 31 1.3 M. Bright Bucknell 26 27 1.0 Bucknell is: 1st in team scoring offense. 4th in team scoring defense. 3rd in team field goal percentage. 2nd in team field goal percentage defense. 1st in team free throw percentage. 5th in team three point percentage. 2nd in team rebounding.
W O M EN 'S,
B A SK E T B A LL (2-21),"February 16,1991 1 2 Final Bucknell 37 35 72 Fordham 39 45 84 BISON SCORERS:"
FG,
FT,3-pt
TP,
FG-FGA,
FT-FTA,"3pt-3ptA Bachman 5-14 1-5 1-1 12 Ross 7-11 0-0 0-0 14 Ellison 3-6 0-0 1-2 7 Dee 3-10 4-5 2-2 11 Shantz 6-20 0-3 4-4 16 McGovern 0-5 0-2 0-0 0 Sandler 1-4 1-3 1-2 4 McGee 3-5 0-0 2-5 8 February 20,1991 1 2 Final Bucknell 32 50 82 Colgate 52 44 96 BISON SCORERS:"
FG,
FT,3-pt
TP,
FG-FGA,
FT-FTA,:3pt-3ptA Dee 8-15 3-5 6-6 25 Sandler 2-8 0-2 0-0 4 Ellison 1-3 0-0 4-4 6 Bachman 8-14 1-2 5-5 22 Ross 1-4 0-0 0-0 2 McGee 6-11 0-0 0-0 4 Fenwick 1-2 0-0 0-0 2 Nawarskas 0-1 0-0 2-2 2
PATRIOT LEAGUE STANDINGS (as of 2-16),League Overall
W,
L,
W,
L,"Holy Cross 9 0 19 5 Fordham 9 2 13 13 Colgate 5 4 13 11 Army 6 5 16 8 Lafayette 3 7 8 15 Lehigh 1 8 8 16 Bucknell 1 8 2 20 "" Kelly Dee '94 was names Rookie of the Week for the second consecutive week in the Patriot League."
PATRIOT LEAGUE NOTES (as of 2-16),SCORING (overall) Name School
GP,
PTS AVG,
S.,Bowen Colgate 23 505 22.0
S.,Hume Lehigh 24 409 17.0 J. Bachman Bucknell 22 347 15.8 A. Lambiotte Holy cross 22 333 15.1 M. H. Walker Holy Cross 24 363 15.1 REBOUNDING (overall) Name School
GP,
TOT,
AVG,N. Williams Fordham 25 239 9.6 S. Bowen Colgate 23 216 9.4 K. Shields Holy Cross 24 200 8.3 K. Elliion Bucknell 22 182 8.3
S.,Huiiie Lehigh 24 196 8.2 THREE POINT PERCENTAGE (overall) Name School
GP,3pt-3ptA .PCT J. Bachman Bucknell 22 27-58 .466 H. Donlon Fordham 26 40-99 .404 K. Dee Bucknell 22 24-62 .387
W RESTLIN G  (6-8),"Febrauary 15,1991 (home) Bucknel 49 Delaware 3 wt Winner Loser Score 118 R. Parker (B) B. Perry"
WBF,126 J. Walizer (B) T. Finn
WBF,134 S. Rosas(D) C. Doukas 7-2 142 T. Mead(B) J. Rosas 10-6 150 M. Van Doren(B) A. Cerasi
WBF,158 M. Salone (B) J. Steila
WTF,167 T. Marchetti (B) C. Wagner
WBF,177 C. Harvey (B) B. Kelleher
WTF,190 B. Burns (B) M. Brainard
WBF,HWT B. Myers (B) D. Forest
WBF,"February 16,1991 (away) Bucknell 33 Drexel 13 wt Winner Loser Score 118 M. Makos (D) R. Parker 4-2 126 0. Hibbard (D) J. Walizer 13-2 134 C. Doukas (B) B. Sensenig 12-5 142 P. Elliot (B) D. Page"
WBF,150 M. Van Doren (B) T. Rothka
WBF,158 S. Hill (D) M. Salone 5-4 167 T. Marchetti (B) K. Frushone
WBF,177 K. Herceg(B) S. Bell
WBF,190 B. Burns (B) R. Neitz
WBF,
HWT,R. Evans (D) B. Myers 6-3
""" WBF",= Win by fall
""" WTF",= Win by fall
STATS COMPLIED BY,
LARNIE J. BOOKER '93,
COURTESY OF SPORTS INFORMATION,
J,
"Earn estimated $8,000 to $15,000 managing your own",
franchised summer business. Training and financial,
"support provided. Information in your career office, or",
call University Painters Inc. (800) 879-2656 from Penn,
"sylvania, Virginia, Maryland, or Washinton DC.",
Still only 5<c a copy,
2 Self Service Copy Machines,
(No coins required),
Lewisburg Office,
Equipment,
410 Market Street,
(Across from the Mac Machine),
Hours:,
Monday thru Friday 9-5,
Saturday 9-2,
524-4050,
3RD ANNUAL,
c o n t e s t,
SEARCHING FOR THE ST. PAULI GIRL.,
"CONTESTANTS APPLY AT FRONT DESK,",
LEWISBURG HOTEL,
FOR DETAILS CALL 523-1216,
VOTING FROM MARCH 1 UNTIL MARCH 1,
WEEKLY SCHEDULE,
MONDAY,
THURSDAY,
MEXICAN NITE!,
BEST LITTLE BISTRO,
TUESDAY,
ON MARKET ST.,
SHRIMP NIGHT!,
$6.95,
FRIDAY,
WEDNESDAY,
LIVE MUSIC,
BUCKNELL NIGHT,
NO COVER,
Academics: Date Others Who Work in Academe!,
* Low-cost network serving Central PA and,
other areas in the Northeast.,
*Run by Ph. D.'s.,
*Information is sent in a plain envelope;,
privacy assured.,
Academic Companions,
"P. O. Box 193 * Clinton, NY 13323",
Stack,
the,
odds,
in,"Attending school this summer is a great way to get ahead next fall. And Hopkins Summer '91 undergraduate program gives you a lot more than college credit. You'll study with Johns Hopkins University's internationally-noted faculty and discover the rich resources of Baltimore and Washington, D.C. First term: June 3 to July 5 Second term: July 8 to August 9 For more information, call"
1-800-GO-TO-JHU,"today Or write: Hopkins Summer '91, Johns Hopkins University, 102 Shaffer Hall, Baltimore, MD 21218."
H,
opkins,
S,
ummer,
'91,
Johns Hopkins University,An equal opportunlty/affirmative action institution. February 22 991 The Bucknellian Page 15
Hockey,"with a new-found confidence. The team will be looking to put their success on the line this weekend in two tough matches against Central Connecticut and Hofstra. Central Connecticut, according to Ferraro, is a ""strong, well-balanced team which gets national exposure. They have had 4 or 5 guys at the national championships in the past We are capable of beating them, but we will have to wrestle well."" Ferraro is confident that Hofstra can be beaten as well, ""depending on how well we match up. They have no balance on the team, and should be easier to handle."" f ""Takedowns' N\ Mike Van Daren '92 has won eightof his last nine decisions...Ken Herceg '92 is only one pin away from moving into second place on the Bucknell All-Time pins list..Five of the grappler's eight losses have come at the hands of nationally ranked opponents From page 13 team's chance of making the playoffs at the end of the season. The Bison must now wait and hope for the right teams to win and lose if they are to gain a berth in the competi tion for the championship, and chances appear to be slim. But perhaps the most ironic part of the situation is that Bucknell, if it makes the playoffs, would have a very good shot at the championship. That is, providing that enough of the team shows up for the games. Peter Ho /The Bucknellian Russ Parker '93 pins his Delaware opponent during Bucknell's victory last Friday night."
W om en's Hoops,"From page 16 22 points of her own, including 5-5 shooting from the foul line. ""We played pretty good in the second half,"" said Caroline Shantz '91, ""our second team did a really good job and showed a lot of hustle, but the first half was just too much."" Shantz is one of four people who will be honored tomorrow during seniors' day, as the players take the home floor for the last time. Co captain Bachman, a graduate student who did not play her sophomore year due to an injury will also be honored. Scorekeeper Jenny Clark '91 who was forced outof action with an injury last year, and shot clock operator Cathy Shulte'91wili also be recognized for their contributions to the program. Women's ""Tip-Ins"" Kelly Dee'94 was named the Patriot League's Rookie of the Week for the second straight week ...the Lady Bison were a perfect 18 for 18 from the free-throw line in W ednesday's loss at Colgate...Caroline Shantz '91 has made her last 15 free-throws against Patriot League opponents...against Lehigh, Bucknell owns a 5-3 series lead, but the Lady Engineers won 78-64 earlier this season..Shantz had a career high 16 points in last Saturday's loss to Fordham"
V,
___________,
>,
Wrestling,"From page 16 Doren, Ken Herceg '92, Marchetti, Bums and Meyers. One of the key points of the match occurred when Van Doren pinned Drexel's Dan Hrothka, ranked seventh in the nation in the 142 lb. weight class. Hrothka had been moved up to 150 lbs. for his match in anticipation of the Drexel second team wrestler defeating Elliot. This, however, did not happen, and Drexel's strategic maneuver failed. Coach Ferraro was pleased with the team's effort over the weekend. ""The team is coming on at the right time,"" he said. ""We had two very excellent matches."" The turnaround comes on the heels of the challenging trip to California in January where the team was on the receiving end of some difficult defeats. There was some speculation that the severity of the defeats could possibly demoralize the team. Ferraro lends no credibility to that theory, and, in fact, says the truth lies in the other extreme. ""The reason for our success at this point in the season is because of the competitive non-conference schedule. We are better prepared as a whole."" He feels this philosophy will spill over into the NCAA tournament- ""Barring injuries, we will be better prepared than the competition"" While the grappiers enjoyed their success over the weekend, the big story was Tom Marchetti's 100th career victory. The next closest man has eighty-nine wins, indicative of the greatness of his achievement. As Ferraro noted, 'T o win 100 is to really distinguish yourself. It's a great feat."" In Marchetti's four years in Lewisburg. the wrestler has become one of the dominant forces in the country in his weight class, and the achievement puts the finishing touches on an excellent career. After the victory, the distinction was announced over the speakers and was followed by an extended standing ovation. Later, a reception was held for the senior. As co-captain Bums said of his peer, ""After Tom achieved All-American status sophomore year, he became the first person at Bucknell to do so, the University did nothing to acknowledge his feat. It was nice to see him receive some gratification for his efforts and achievements. He deserves the attention."" The B ison grappiers are com mg off a successful weekend of wrestling Peter Ho/TheBuckneHian Heather Ross '94 puts up a shot against Canisius earlier this season."
VENNARI'S,
Free Delivery,
524-0444,
Something Special,
524-5505,
218 Market Street,
SYSTEME,
SBIOLAGE,"Systeme Bioiage. A  natural approach to beauty. A  responsible approach to the well-being of our delicate environment. A I f tN TIO N  ladies and ypnix.' ^ Be a model and receive the new spring and sum m er fashions in hair and make-up at a show sponsored by the Pennsylvania Cosmetology Association this Sunday, February 24, from MO AM to 4 PM at Bryn wood Inn. Lunch will be served. V Contact H ilda D auelaf 523-3837 for more information. ,"
Do you own a cam era? Do you,
like to take pictures?,
"If so, call Colin x 155",
7,"Bucknell SI Alumnus Rev. Lee H. B utler Jr. THIS SUNDAY MORNING United We Stand: Divided We Stru ggle-an d Die."" ROOKE CHAPEL IS FOR YOU"
SYRACUSE ABROAD,"Study in one of SU's academic programs in England, France, Italy, Spain, Germany, Israel, Poland, Hungary, Czechoslovakia and other locations for a semester, a year or a summer of study abroad."
"SEND TODAY"" FOR OUR CATALOG^",Name ________________________________ _______________________ Address
__,___________________________________________________ City _ _________________________ State____________Zip _________
fll?  A  A  Phone,
----------------------------------------------,
W,
I,V l School ____________________________________________
SYRACUSE UNIVERSITY DIVISION OF INTERNATIONAL PROGRAMS ABROAD,"119 Euclid Avenue, Syracuse, New York 13244-4170 (315) 443-3471"
I N T R O D U C I N G,
C,
hillisquaque,
C,
reek,
F * A * R * M * S,Chillisquaque Creek Farms welcomes you to visit our stable and discover the new opportunities.
Dressage and,
"eventing instruction,",Beginners through advanced
Boarding,Tailored to your needs
Full use of facilities,Large box stalls Wash stall Private lack compartments Large dressage court 100* x 200' outdoor ring Turn-out in all wood fencing
Training/showing,
sales preparation,"Chillisquaque Creek Farms is about three miles east of Lewisburg, on the north side of Rte. 45. Call 742-3888 to arrange for a visit"
HeatWave Vacations,
Spring Break 1991,
THE BEST RATES,
CANCUN JAMAICA BAHAMAS,
"For more information, call Gregory at 800-395-9283",
* FRESH CUT FLOW ER SPECIALS,
* UNIQUE FRESH & SILK A R R A N G EM EN T S,
* LUSH G R EEN  & B L O O M IN G  PLANTS,
*FRUIT &  G O U R M ET  BASKETS,
*GIFTS FO R ALL O C C A S IO N S,
* BA LLO O N S,
518 Market Street,
"Lewisburg, PA 17837",
(717) 5 2 4 -4 4 4 4,
OPEN DAILY 8:30 TO 5:30,
SATURDAY,'til
5 * CLOSED SUNDAY,
DAILY DELIVERY SERVICE,
"""The only florist you'll ever need""","page 16 The Bucknellian / February 22, 1991"
